recordid				Tax_id				g_id				gname				name1				Nucleotide sequence				Protein sequence				Protein Structures				Temperature class				Growth Temperature				Optimal Growth Temperature
2228				95664				2129				Ureaplasma				Ureaplasma urealyticum serovar 10				8				12				0				mesophilic				37¢XC				
2229				95665				2129				Ureaplasma				Ureaplasma urealyticum serovar 11				8				12				0				mesophilic				37¢XC				
2230				95666				2129				Ureaplasma				Ureaplasma urealyticum serovar 12				8				12				0				mesophilic				37¢XC				
2231				95667				2129				Ureaplasma				Ureaplasma urealyticum serovar 13				8				12				0				mesophilic				37¢XC				
2232				95668				2129				Ureaplasma				Ureaplasma parvum serovar 14				10				14				0				mesophilic				37¢XC				
2233				95860				97709				environmental samples				uncultured archaeon CLEAR-15				1				0				0												
2234				95861				97709				environmental samples				uncultured archaeon CLEAR-24				1				0				0												
2235				95862				95865				environmental samples				uncultured archaeon SCALE-3				1				0				0												
2236				95863				96502				environmental samples				uncultured archaeon SCALE-14				1				0				0												
2237				95864				33867				unclassified Euryarchaeota				candidate division Sediment Archaea-1				0				0				0												
2238				95865				74967				unclassified Thermoplasmatales				environmental samples				0				0				0												
2239				95920				94695				Methanosarcinales				environmental samples				0				0				0												
2240				95921				95920				environmental samples				uncultured methanogen ODP8-ME1				1				1				0												
2241				95922				95920				environmental samples				uncultured methanogen ODP8-ME2				1				1				0												
2242				95923				95920				environmental samples				uncultured methanogen ODP8-ME6				1				1				0												
2243				95924				48509				environmental samples				uncultured crenarchaeote ODPB-A2				1				0				0												
2244				95925				48509				environmental samples				uncultured crenarchaeote ODPB-A3				1				0				0												
2245				95926				48509				environmental samples				uncultured crenarchaeote ODPB-A6				1				0				0												
2246				95927				48509				environmental samples				uncultured crenarchaeote ODPB-A7				1				0				0												
2247				95928				48509				environmental samples				uncultured crenarchaeote ODPB-A9				1				0				0												
2248				95929				48509				environmental samples				uncultured crenarchaeote ODPB-A12				1				0				0												
2249				95930				48509				environmental samples				uncultured crenarchaeote ODPB-A18				1				0				0												
2250				95944				48510				environmental samples				uncultured archaeon pHGPA1				1				1				0												
2251				96345				237				Flavobacterium				Flavobacterium psychrophilum				43				45				0				mesophilic								20¢XC
2252				96502				2195				Methanogenium				environmental samples				0				0				0												
2253				96942				59				Vitreoscilla				Vitreoscilla sp. C1				7				23				0												
2254				97119				97132				environmental samples				uncultured archaeon Ar27				1				0				0												
2255				97120				97132				environmental samples				uncultured archaeon Ar32				1				0				0												
2256				97121				97133				environmental samples				uncultured archaeon Ar37				1				0				0												
2257				97122				48510				environmental samples				uncultured archaeon Ar26				1				0				0												
2258				97123				48510				environmental samples				uncultured archaeon Ar21				1				0				0												
2259				97124				48510				environmental samples				uncultured archaeon Ar28				1				0				0												
2260				97125				68357				environmental samples				uncultured archaeon Ar40				1				0				0												
2261				97132				39662				unclassified Methanomicrobiaceae				environmental samples				0				0				0												
2262				97133				88404				Methanocorpusculaceae				environmental samples				0				0				0												
2263				97393				74968				Ferroplasma				Ferroplasma acidarmanus				222				1860				0				mesophilic				37¢XC				
2264				97709				95864				candidate division Sediment Archaea-1				environmental samples				0				0				0												
2265				97710				97709				environmental samples				uncultured archaeon ACE-6				1				0				0												
2266				97711				97709				environmental samples				uncultured archaeon BURTON-41				1				0				0												
2267				97712				97709				environmental samples				uncultured archaeon BURTON-47				1				0				0												
2268				97713				97709				environmental samples				uncultured archaeon PENDANT-17				1				0				0												
2269				97714				97709				environmental samples				uncultured archaeon PENDANT-33				1				0				0												
2270				97845				95865				environmental samples				uncultured archaeon BURTON-12				1				0				0												
2271				97846				95865				environmental samples				uncultured archaeon BURTON2_A				1				0				0												
2272				97847				95865				environmental samples				uncultured archaeon BURTON20_A				1				0				0												
2273				97927				56688				Halorubrum				environmental samples				0				0				0												
2274				97928				97927				environmental samples				uncultured archaeon DEEP-1				1				0				0												
2275				97929				96502				environmental samples				uncultured archaeon ACE1_A				1				0				0												
2276				97930				69483				unclassified Halobacteriaceae				environmental samples				0				0				0												
2277				97931				97930				environmental samples				uncultured archaeon DEEP-2				1				0				0												
2278				97932				97930				environmental samples				uncultured archaeon DEEP-5				1				0				0												
2279				97933				97930				environmental samples				uncultured archaeon DEEP-6				1				0				0												
2280				97934				97930				environmental samples				uncultured archaeon DEEP-7				1				0				0												
2281				97935				97930				environmental samples				uncultured archaeon DEEP-8				1				0				0												
2282				97936				97930				environmental samples				uncultured archaeon DEEP-9				1				0				0												
2283				97937				97930				environmental samples				uncultured archaeon DEEP-10				1				0				0												
2284				98191				2207				Methanosarcina				environmental samples				0				0				0												
2285				98192				98191				environmental samples				uncultured archaeon ACE2_A				1				0				0												
2286				98193				2225				Methanococcoides				environmental samples				0				0				0												
2287				98194				98193				environmental samples				uncultured archaeon ACE3_A				1				0				0												
2288				98195				97132				environmental samples				uncultured archaeon ACE4_A				1				0				0												
2289				98196				97132				environmental samples				uncultured archaeon BURTON24_A				1				0				0												
2290				98197				98198				environmental samples				uncultured archaeon ORGANIC5_A				1				0				0												
2291				98198				38063				unclassified Halobacteriales				environmental samples				0				0				0												
2292				98199				98198				environmental samples				uncultured archaeon ORGANIC4_A				1				0				0												
2293				98256				41289				unclassified Methanosarcinaceae				archaeon A8.96.42				1				0				0												
2294				98257				92454				unclassified Methanobacteriaceae				archaeon A2.95.53				1				0				0												
2295				98258				92454				unclassified Methanobacteriaceae				archaeon A9.96.64				1				0				0												
2296				98259				92454				unclassified Methanobacteriaceae				archaeon A8.96.15				1				0				0												
